IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,2459,0.14999999,400,-5.3694096,-3.020446,0.87422794,-1.1121473,27.584444,,908.0471736478244,13.278829,0.14999999,0.7894737,134.07257,12.822414,185,,132.42879,-13.278829,-3.4047139,2.818011e-27,2459,-3.6048524,14761.18,2232888,9229.519280672073,-1.0029198,6.0029197,-1.5789474,5.0269483e-10
,2460,0.14999999,400,-5.3698163,-4.6294575,1.0304699,-5.383462,27.584377,,908.0841463414635,13.278829,0.14999999,-0.7894737,124.93429,12.822414,185,,132.42879,-13.278829,-3.4052703,,2460,-2.2247202,14768.404,2233887,9237.68822479248,-1.0034164,6.0034165,-4.736842,5.022862e-10
,2461,0.14999999,400,-5.3702226,-2.8440545,1.2389888,7.1462207,27.5768,,908.1210889882161,13.278829,0.14999999,0.47368422,124.86538,12.822414,185,,132.42879,-13.278829,-3.4050374,,2461,-0.9920783,14774.396,2234886,9244.912653923035,-1.0034118,6.003412,6.8421054,5.018781e-10
,2462,0.14999999,400,-5.370629,-4.1696987,0.83213985,6.2786818,27.575449,,908.1580016246953,13.278829,0.14999999,-0.68421054,115.26748,12.822414,185,2.7495454e-13,132.42879,-13.278829,-3.4052598,,2462,-1.1808548,14780.577,2235885,9253.016370296478,-1.0034839,6.003484,6.8421054,5.0147053e-10
,2463,0.14999999,400,-5.371035,-3.7213492,0.94891506,5.321476,27.575571,,908.1059683313033,13.278829,0.14999999,-0.2631579,112.94539,12.822414,185,4.3262708e-16,132.42879,-13.278829,-3.4054618,,2463,-1.1819916,14786.76,2236665,9259.05581665039,-1.0035564,6.0035563,5.7894735,5.010634e-10
,2464,0.14999999,400,-5.371441,-2.956688,1.04713,0.8954227,27.570518,,907.9955357142857,13.278829,0.14999999,-0.7894737,124.66846,12.822414,185,,132.42879,-13.278829,-3.4053059,1.6455868e-29,2464,-0.18985829,14791.949,2237301,9266.188790798187,-1.0032262,6.0032263,1.5789474,5.0065685e-10
,2465,0.14999999,400,-5.3718467,-3.4586587,1.0543923,-8.738386,27.570885,,908.0324543610548,13.278829,0.14999999,-0.7894737,125.18325,12.822414,185,,132.42879,-13.278829,-3.4053159,,2465,-1.4504645,14798.399,2238300,9273.912943840027,-1.0034076,6.0034075,-7.894737,5.0025073e-10
,2466,0.14999999,400,-5.372252,-2.8976486,1.068381,-6.615013,27.571323,,908.0693430656934,13.278829,0.14999999,-0.7894737,125.005615,12.822414,185,,132.42879,-13.278829,-3.405096,,2466,-1.241627,14804.642,2239299,9281.70818734169,-1.0035042,6.0035043,-5.7894735,4.9984505e-10
,2467,0.14999999,400,-5.372658,-3.6224754,1.049543,7.135476,27.56575,,908.1062018646129,13.278829,0.14999999,-0.47368422,108.71547,12.822414,185,,132.42879,-13.278829,-3.405163,,2467,-0.8617732,14810.503,2240298,9289.430304765701,-1.0034467,6.0034466,7.894737,4.994399e-10
,2468,0.14999999,400,-5.373063,-2.8979154,0.9816659,8.171186,27.564928,,907.8727714748784,13.278829,0.14999999,-1.0,172.8591,12.822414,185,1.5694769e-12,132.42879,-13.278829,-3.404945,,2468,2.460684,14813.043,2240630,9295.77438211441,-1.0020431,6.0020432,8.947369,4.9903526e-10
,2469,0.14999999,400,-5.373468,-2.7340891,1.0187348,9.9489155,27.55903,,907.75536654516,13.278829,0.14999999,1.0,305.20697,12.822414,185,5.359324e-28,132.42879,-13.278829,-3.4046896,,2469,-0.9785664,14819.021,2241248,9302.54504442215,-1.0020336,6.0020337,8.947369,4.986311e-10
,2470,0.14999999,400,-5.3738728,-3.1987674,1.0702575,4.696848,27.552393,,907.7923076923076,13.278829,0.14999999,-0.05263158,114.586845,12.822414,185,,132.42879,-13.278829,-3.4046147,,2470,-6.007208,14830.028,2242247,9309.99049782753,-1.0040599,6.00406,4.736842,4.9822746e-10
,2471,0.14999999,400,-5.3742776,-2.810562,1.0505621,-3.2296367,27.55231,,907.8292189397006,13.278829,0.14999999,0.68421054,130.754,12.822414,185,,132.42879,-13.278829,-3.4043539,,2471,-0.0026548936,14835.031,2243246,9316.477815389633,-1.0036547,6.0036545,-3.6842105,4.978242e-10
,2472,0.14999999,400,-5.3746824,-2.9788032,1.0671256,-4.973674,27.550316,,907.8661003236246,13.278829,0.14999999,0.68421054,130.93195,12.822414,185,3.4413847e-38,132.42879,-13.278829,-3.4041681,,2472,-0.9916243,14841.022,2244245,9325.662306785583,-1.0036498,6.0036497,-5.7894735,4.9742155e-10
,2473,0.14999999,400,-5.375087,-2.951594,1.1112516,-6.534496,27.54346,,907.9029518803073,13.278829,0.14999999,0.36842105,118.794464,12.822414,185,9.078053e-12,132.42879,-13.278829,-3.403966,,2473,-2.2765117,14848.299,2245244,9333.238572359085,-1.0041646,6.0041647,-6.8421054,4.970193e-10
,2474,0.14999999,400,-5.375491,-2.828545,0.9191515,6.448592,27.537088,,907.9397736459175,13.278829,0.14999999,-0.36842105,111.733536,12.822414,185,,132.42879,-13.278829,-3.4036968,,2474,-0.38855925,14853.6875,2246243,9340.18370270729,-1.0039157,6.003916,6.8421054,4.9661764e-10
,2475,0.14999999,400,-5.375895,-2.7321181,0.95347685,-9.445457,27.535156,,907.8913131313132,13.278829,0.14999999,0.36842105,118.51931,12.822414,185,,132.42879,-13.278829,-3.4034636,,2475,-0.38276485,14859.07,2247031,9346.523378372192,-1.0036647,6.003665,-10.0,4.962164e-10
,2476,0.14999999,400,-5.376299,-2.8573592,0.9831912,0.22763467,27.52943,,907.9281098546041,13.278829,0.14999999,0.05263158,115.48148,12.822414,185,,132.42879,-13.278829,-3.403269,0.007865215,2476,-0.84222454,14864.912,2248030,9354.497128486633,-1.0035996,6.0035996,0.5263158,4.9581567e-10
,2477,0.14999999,400,-5.3767,-3.5168283,1.0881183,-9.94423,27.523113,,907.9648768671781,13.278829,0.14999999,-0.05263158,114.608925,12.822414,185,,132.42879,-13.278829,-3.4033275,,2477,-0.034754805,14869.947,2249029,9362.872862577438,-1.0032084,6.003208,-10.0,4.9541543e-10
,2478,0.14999999,400,-5.3771033,-2.8648882,1.0524019,-8.942879,27.522339,,908.001614205004,13.278829,0.14999999,-0.05263158,115.494705,12.822414,185,4.64454e-11,132.42879,-13.278829,-3.4030824,,2478,-0.048298232,14874.996,2250028,9371.320900678635,-1.0028231,6.002823,-8.947369,4.9501564e-10
,2479,0.14999999,400,-5.3775067,-2.7643511,1.0299904,-5.677232,27.520992,,908.0383219039935,13.278829,0.14999999,0.05263158,115.57646,12.822414,185,,132.42879,-13.278829,-3.402811,,2479,-0.0023418616,14879.998,2251027,9378.653857469559,-1.0024196,6.0024195,-5.7894735,4.946164e-10
,2480,0.14999999,400,-5.37791,-2.9791336,0.9795421,-4.3390083,27.52046,,908.075,13.278829,0.14999999,0.05263158,115.60903,12.822414,185,2.5075784e-07,132.42879,-13.278829,-3.4026344,,2480,-0.0006756627,14884.998,2252026,9385.879225730896,-1.0020156,6.0020156,-4.736842,4.9421756e-10
,2481,0.14999999,400,-5.378313,-3.3245623,0.9585188,3.3571947,27.519312,,908.111648528819,13.278829,0.14999999,-0.05263158,115.5196,12.822414,185,,132.42879,-13.278829,-3.4026172,,2481,-0.16874023,14890.168,2253025,9393.861163139343,-1.0016798,6.00168,3.6842105,4.938192e-10
,2482,0.14999999,400,-5.3787165,-2.7893252,0.9705438,1.9483888,27.5195,,908.1482675261885,13.278829,0.14999999,-0.05263158,114.93795,12.822414,185,,132.42879,-13.278829,-3.4023926,6.924645e-27,2482,-0.2476546,14895.415,2254024,9401.432744503021,-1.0013759,6.001376,1.5789474,4.9342136e-10
,2483,0.14999999,400,-5.379119,-3.3324745,0.8627426,-1.5431904,27.518753,,908.184857027789,13.278829,0.14999999,-0.05263158,113.774796,12.822414,185,,132.42879,-13.278829,-3.4023824,1.9550892e-17,2483,-0.14254394,14900.558,2255023,9407.837991952896,-1.0010301,6.00103,-1.5789474,4.93024e-10
,2484,0.14999999,400,-5.379522,-2.7766123,1.0287095,-0.55841815,27.518555,,908.2214170692431,13.278829,0.14999999,0.05263158,115.66555,12.822414,185,1.0018096e-08,132.42879,-13.278829,-3.4021912,11.150871,2484,-0.00032883947,14905.558,2256022,9415.342252254486,-1.0006272,6.000627,-0.5263158,4.926271e-10
,2485,0.14999999,400,-5.3754454,-2.9401758,0.84790975,4.4676175,27.517622,,908.2579476861167,13.278829,0.14999999,0.7894737,140.1021,12.822414,185,,132.42879,-13.278829,-3.4019995,,2485,-0.010010743,14910.568,2257021,9423.068061590195,-1.0002285,6.0002284,3.6842105,4.922307e-10
,2486,0.14999999,400,-5.3758473,-2.9213035,1.0747428,-7.11356,27.513994,,908.2944489139179,13.278829,0.14999999,-0.05263158,115.37185,12.822414,185,,132.42879,-13.278829,-3.4018736,,2486,-2.5547907,14918.123,2258020,9431.24238228798,-1.0008539,6.000854,-6.8421054,4.9183485e-10
,2487,0.14999999,400,-5.37625,-2.9448836,1.1241416,2.0454435,27.51031,,908.3309207880981,13.278829,0.14999999,0.36842105,119.25588,12.822414,185,,132.42879,-13.278829,-3.4016669,4.2835435e-30,2487,-0.084950425,14923.208,2259019,9439.03182721138,-1.0004857,6.0004854,1.5789474,4.9143933e-10
,2488,0.14999999,400,-5.376652,-2.824969,1.2225232,10.364723,27.500546,,908.3673633440515,13.278829,0.14999999,0.7894737,153.5188,12.822414,185,,132.42879,-13.278829,-3.4013932,,2488,-0.8221301,14929.029,2260018,9445.83902478218,-1.0004139,6.000414,10.0,4.9104437e-10
,2489,0.14999999,400,-5.3770537,-4.380356,1.1935176,8.615978,27.489813,,908.4037766171153,13.278829,0.14999999,0.47368422,123.033554,12.822414,185,4.077059e-31,132.42879,-13.278829,-3.4017081,,2489,-1.4332728,14935.463,2261017,9453.323447704315,-1.0005877,6.0005875,7.894737,4.9064985e-10
,2490,0.14999999,400,-5.377455,-3.592381,1.089924,-7.3243346,27.469578,,908.4401606425703,13.278829,0.14999999,0.36842105,118.9926,12.822414,185,,132.42879,-13.278829,-3.401715,,2490,-1.1654849,14941.629,2262016,9460.52985072136,-1.000654,6.000654,-7.894737,4.902559e-10
,2491,0.14999999,400,-5.3778567,-3.6256528,0.7518284,-7.569907,27.461061,,908.4765154556403,13.278829,0.14999999,-1.0,203.41728,12.822414,185,1.2138138e-23,132.42879,-13.278829,-3.4017768,,2491,-0.4373429,14947.066,2263015,9468.339321374893,-1.000428,6.000428,-6.8421054,4.898623e-10
,2492,0.14999999,400,-5.378258,-3.0304399,1.0661213,8.925233,27.459032,,908.5128410914928,13.278829,0.14999999,-1.0,139.11333,12.822414,185,,132.42879,-13.278829,-3.4017332,,2492,-1.3790358,14953.445,2264014,9475.094084262848,-1.0005798,6.00058,10.0,4.8946924e-10
,2493,0.14999999,400,-5.3786592,-2.8210866,0.99402565,2.3473992,27.453611,,908.2523064580827,13.278829,0.14999999,-0.15789473,114.67173,12.822414,185,,132.42879,-13.278829,-3.4014828,,2493,4.775691,14953.669,2264273,9481.790654420853,-0.9982628,5.998263,2.631579,4.890766e-10
,2494,0.14999999,400,-5.3790603,-2.7935104,0.97890365,5.460235,27.45252,,908.2886928628709,13.278829,0.14999999,-0.57894737,117.65717,12.822414,185,,132.42879,-13.278829,-3.4012477,,2494,-0.15888233,14958.828,2265272,9489.360996484756,-0.9979262,5.997926,5.7894735,4.8868454e-10
,2495,0.14999999,400,-5.3794613,-3.0207598,1.0695565,8.898886,27.45009,,908.1222444889779,13.278829,0.14999999,-0.15789473,101.830055,12.822414,185,,132.42879,-13.278829,-3.4011097,,2495,0.1702513,14963.658,2265765,9496.807520151138,-0.997458,5.997458,8.947369,4.8829285e-10
,2496,0.14999999,400,-5.379862,-3.4761345,0.99189407,-1.7443268,27.449574,,907.8966346153846,13.278829,0.14999999,0.7894737,136.46935,12.822414,185,,132.42879,-13.278829,-3.4011176,,2496,2.7937799,14965.864,2266110,9503.330391407013,-0.99593914,5.9959393,-2.631579,4.879017e-10
,2497,0.14999999,400,-5.3802624,-3.4381082,0.78913116,-6.281204,27.443996,,907.9331197436925,13.278829,0.14999999,0.68421054,127.79131,12.822414,185,,132.42879,-13.278829,-3.4011426,,2497,-4.2872505,14975.151,2267109,9510.101438045502,-0.99725723,5.997257,-6.8421054,4.87511e-10
,2498,0.14999999,400,-5.380663,-3.4341042,1.2784972,-1.3874562,27.441343,,907.9695756605284,13.278829,0.14999999,0.36842105,119.79248,12.822414,185,,132.42879,-13.278829,-3.401246,1.2142603e-20,2498,-1.9350437,14982.086,2268108,9517.311411380768,-0.9976327,5.9976325,-1.5789474,4.8712073e-10
,2499,0.14999999,400,-5.381063,-3.2008586,1.0235834,5.1964645,27.437021,,908.0060024009604,13.278829,0.14999999,0.36842105,119.46954,12.822414,185,,132.42879,-13.278829,-3.4010627,,2499,-0.33916298,14987.426,2269107,9525.39000415802,-0.99736917,5.9973693,4.736842,4.86731e-10
,2500,0.14999999,400,-5.3814635,-2.8339112,1.0638093,-2.478898,27.419144,,908.0424,13.278829,0.14999999,0.36842105,119.72635,12.822414,185,,132.42879,-13.278829,-3.4008343,,2500,-1.00584,14993.432,2270106,9532.77736711502,-0.99737257,5.9973726,-2.631579,4.863417e-10
,2501,0.14999999,400,-5.381863,-4.3219495,1.1232061,-7.898126,27.410633,,908.078768492603,13.278829,0.14999999,-0.05263158,114.57559,12.822414,185,,132.42879,-13.278829,-3.4011824,,2501,-0.5559252,14998.987,2271105,9539.783079624176,-0.997196,5.997196,-7.894737,4.859528e-10
,2502,0.14999999,400,-5.382263,-3.0409465,0.89235663,-3.731506,27.408596,,908.115107913669,13.278829,0.14999999,-0.05263158,114.53315,12.822414,185,,132.42879,-13.278829,-3.4009972,,2502,-0.050766073,15004.038,2272104,9546.80146431923,-0.99681777,5.9968176,-3.6842105,4.855644e-10
,2503,0.14999999,400,-5.382663,-3.629967,0.9089821,2.8674283,27.396694,,908.1514182980424,13.278829,0.14999999,-1.0,172.24472,12.822414,185,,132.42879,-13.278829,-3.4011374,,2503,-0.1467109,15009.185,2273103,9554.19693350792,-0.99647814,5.996478,3.6842105,4.8517657e-10
,2504,0.14999999,400,-5.383062,-2.918454,1.1748016,-4.162362,27.393557,,908.0762779552716,13.278829,0.14999999,0.68421054,131.76067,12.822414,185,,132.42879,-13.278829,-3.4009888,,2504,-1.2257676,15015.41,2273823,9561.326236009598,-0.99656975,5.9965696,-4.736842,4.847891e-10
,2505,0.14999999,400,-5.3834615,-3.1177173,1.0391436,9.923719,27.391737,,908.1125748502994,13.278829,0.14999999,-0.15789473,98.22897,12.822414,185,,132.42879,-13.278829,-3.4008148,,2505,-1.6777619,15022.088,2274822,9568.377465963364,-0.99684167,5.9968414,10.0,4.8440213e-10
,2506,0.14999999,400,-5.3838606,-2.9848013,1.0887883,4.699435,27.364689,,907.8579409417398,13.278829,0.14999999,1.0,305.8155,12.822414,185,,132.42879,-13.278829,-3.4006393,,2506,6.3673816,15020.721,2275092,9574.982635736465,-0.99390304,5.993903,3.6842105,4.840156e-10
,2507,0.14999999,400,-5.384259,-3.3255844,1.1685084,-0.9299493,27.362907,,907.8942959712804,13.278829,0.14999999,-0.2631579,115.69771,12.822414,185,,132.42879,-13.278829,-3.400592,70.952225,2507,-5.494147,15031.215,2276091,9583.080330610275,-0.9956981,5.995698,-0.5263158,4.836296e-10
,2508,0.14999999,400,-5.3567495,-2.9848473,1.041067,9.315805,27.353603,,907.9306220095693,13.278829,0.14999999,-0.47368422,94.3932,12.822414,185,,132.42879,-13.278829,-3.4003665,,2508,-0.22466758,15036.439,2277090,9591.226100206375,-0.99539065,5.995391,10.0,4.8324394e-10
,2509,0.14999999,400,-5.357148,-2.8269858,1.0922745,0.3515138,27.352764,,907.714228776405,13.278829,0.14999999,-0.15789473,114.62663,12.822414,185,,132.42879,-13.278829,-3.4001272,0.043218106,2509,1.7151308,15039.725,2277455,9597.163369894028,-0.9943103,5.9943104,0.5263158,4.828588e-10
,2510,0.14999999,400,-5.3575296,-2.9167953,1.035364,7.4477787,27.340963,,907.7505976095617,13.278829,0.14999999,0.68421054,133.70349,12.822414,185,,132.42879,-13.278829,-3.3999043,,2510,-0.018958049,15044.744,2278454,9604.385408639908,-0.99392176,5.9939218,6.8421054,4.824741e-10
,2511,0.14999999,400,-5.357928,-2.855996,0.9652388,6.2904634,27.340101,,907.7869374751095,13.278829,0.14999999,0.68421054,134.78935,12.822414,185,8.41188e-10,132.42879,-13.278829,-3.3996813,,2511,-1.2213066,15050.965,2279453,9612.77933216095,-0.9940123,5.9940124,5.7894735,4.820899e-10
,2512,0.14999999,400,-5.358326,-3.152247,0.915871,7.7030196,27.330915,,907.8232484076433,13.278829,0.14999999,-0.05263158,108.07151,12.822414,185,,132.42879,-13.278829,-3.399603,,2512,-1.676186,15057.641,2280452,9620.419060707092,-0.99428385,5.9942837,7.894737,4.817062e-10
,2513,0.14999999,400,-5.358724,-2.7308447,0.9860257,-9.842978,27.326233,,907.6701153999204,13.278829,0.14999999,-1.0,218.72057,12.822414,185,,132.42879,-13.278829,-3.3993764,,2513,0.3741679,15062.268,2280975,9627.077173948288,-0.99373937,5.993739,-8.947369,4.8132287e-10
,2514,0.14999999,400,-5.359122,-4.208592,0.97576445,-8.756,27.322447,,907.7064439140811,13.278829,0.14999999,0.15789473,115.24978,12.822414,185,2.0207898e-13,132.42879,-13.278829,-3.3997147,,2514,-2.185772,15069.453,2281974,9634.504718780518,-0.99421346,5.9942136,-8.947369,4.8094e-10
,2515,0.14999999,400,-5.3595195,-2.7944376,0.8547428,-0.86070585,27.318495,,907.7427435387674,13.278829,0.14999999,-0.57894737,118.92023,12.822414,185,,132.42879,-13.278829,-3.39949,5.211591,2515,-0.1579538,15074.611,2282973,9642.32932305336,-0.99388105,5.993881,-0.5263158,4.8055765e-10
,2516,0.14999999,400,-5.357847,-2.9492455,0.9709791,3.7960758,27.312103,,907.7790143084261,13.278829,0.14999999,0.15789473,115.37608,12.822414,185,,132.42879,-13.278829,-3.3993728,,2516,-0.42234752,15080.033,2283972,9649.264587163925,-0.9936538,5.993654,3.6842105,4.8017573e-10
,2517,0.14999999,400,-5.3582444,-2.8253472,0.9927747,-2.968573,27.301367,,907.8152562574494,13.278829,0.14999999,-0.15789473,114.42354,12.822414,185,,132.42879,-13.278829,-3.3991625,,2517,-0.08509422,15085.118,2284971,9657.986027240753,-0.99329275,5.993293,-2.631579,4.7979426e-10
,2518,0.14999999,400,-5.3586416,-2.820027,0.88611054,3.343731,27.300493,,907.8514694201748,13.278829,0.14999999,-0.57894737,120.05386,12.822414,185,,132.42879,-13.278829,-3.3989418,,2518,-0.19828358,15090.316,2285970,9664.748701810837,-0.992977,5.992977,3.6842105,4.7941323e-10
,2519,0.14999999,400,-5.359039,-3.8410516,1.0099447,5.195195,27.292692,,907.7772925764192,13.278829,0.14999999,0.7894737,140.5551,12.822414,185,1.8108356e-22,132.42879,-13.278829,-3.3991678,,2519,-0.68462074,15096.001,2286691,9672.828760147095,-0.9928547,5.9928546,4.736842,4.7903276e-10
,2520,0.14999999,400,-5.3594356,-3.0822647,1.0067881,6.866992,27.28475,,907.813492063492,13.278829,0.14999999,0.05263158,112.79103,12.822414,185,,132.42879,-13.278829,-3.3990452,,2520,-1.3729435,15102.374,2287690,9680.323090553284,-0.9930056,5.9930058,6.8421054,4.786526e-10
,2521,0.14999999,400,-5.3598323,-2.7242832,0.84120935,-3.2439916,27.279604,,907.6834589448631,13.278829,0.14999999,-0.57894737,119.31538,12.822414,185,,132.42879,-13.278829,-3.3987815,,2521,0.279618,15107.094,2288270,9687.642810821533,-0.99250066,5.992501,-2.631579,4.78273e-10
,2522,0.14999999,400,-5.360229,-2.8812735,0.9986819,-6.0670977,27.272264,,907.7196669310072,13.278829,0.14999999,-0.15789473,114.00663,12.822414,185,,132.42879,-13.278829,-3.3986435,,2522,-0.65781957,15112.752,2289269,9694.726312160492,-0.9923679,5.9923677,-5.7894735,4.778937e-10
,2523,0.14999999,400,-5.3606253,-2.7845027,1.0385108,-9.069345,27.265858,,907.7558462148236,13.278829,0.14999999,-0.2631579,112.63876,12.822414,185,,132.42879,-13.278829,-3.3984082,,2523,-0.13577677,15117.888,2290268,9701.911763906479,-0.99202853,5.9920287,-8.947369,4.7751497e-10
,2524,0.14999999,400,-5.3610215,-3.788538,1.0021077,3.3495524,27.263437,,907.7919968304279,13.278829,0.14999999,0.7894737,137.985,12.822414,185,,132.42879,-13.278829,-3.398553,,2524,-0.30544975,15123.193,2291267,9710.390856027603,-0.9917565,5.9917564,2.631579,4.771367e-10
,2525,0.14999999,400,-5.361418,-2.8942971,0.73923415,-8.17002,27.263342,,907.8281188118812,13.278829,0.14999999,0.7894737,132.83417,12.822414,185,,132.42879,-13.278829,-3.3983603,,2525,-1.8081533,15130.002,2292266,9717.750602960587,-0.9920798,5.9920797,-8.947369,4.7675885e-10
,2526,0.14999999,400,-5.3618135,-2.8821783,0.92153525,2.102035,27.256031,,907.8642121931908,13.278829,0.14999999,-0.57894737,119.928734,12.822414,185,,132.42879,-13.278829,-3.3982635,,2526,-2.2488618,15137.25,2293265,9724.99894452095,-0.9925774,5.9925776,2.631579,4.7638143e-10
,2527,0.14999999,400,-5.3622093,-3.304741,1.0322235,-4.985694,27.253616,,907.9002770083102,13.278829,0.14999999,-0.15789473,114.381584,12.822414,185,,132.42879,-13.278829,-3.3982637,,2527,-1.0217372,15143.271,2294264,9733.609028816223,-0.9925888,5.992589,-4.736842,4.7600446e-10
,2528,0.14999999,400,-5.362605,-3.4666972,0.99871564,-10.063554,27.245377,,907.9363132911392,13.278829,0.14999999,0.15789473,114.4607,12.822414,185,,132.42879,-13.278829,-3.3982837,,2528,-0.41072637,15148.683,2295263,9741.023940324783,-0.9923586,5.9923587,-10.0,4.75628e-10
,2529,0.14999999,400,-5.363001,-2.9966638,0.89537615,-2.643269,27.23468,,907.972321075524,13.278829,0.14999999,0.15789473,114.39632,12.822414,185,,132.42879,-13.278829,-3.3981316,,2529,-0.0050561833,15153.6875,2296262,9747.971873760223,-0.99196833,5.991968,-2.631579,4.752519e-10
,2530,0.14999999,400,-5.363396,-3.7921875,0.93266195,-5.88348,27.232832,,908.0083003952569,13.278829,0.14999999,0.2631579,115.90881,12.822414,185,,132.42879,-13.278829,-3.398334,,2530,-0.12695654,15158.814,2297261,9755.815660953522,-0.99162644,5.9916263,-5.7894735,4.748763e-10
,2531,0.14999999,400,-5.363791,-4.33125,0.93669266,-4.322226,27.230684,,908.0442512840774,13.278829,0.14999999,0.2631579,116.00032,12.822414,185,6.8234183e-15,132.42879,-13.278829,-3.3987353,,2531,-0.087232254,15163.902,2298260,9763.098546028137,-0.991269,5.991269,-4.736842,4.7450105e-10
,2532,0.14999999,400,-5.3641863,-3.3598092,1.1342807,3.0700135,27.230545,,908.0801737756714,13.278829,0.14999999,-0.2631579,115.48804,12.822414,185,,132.42879,-13.278829,-3.3987498,,2532,-0.18186432,15169.084,2299259,9770.441062688828,-0.99094945,5.9909496,3.6842105,4.7412635e-10
,2533,0.14999999,400,-5.364581,-3.0791094,1.0176436,5.0353065,27.225199,,908.0738255033557,13.278829,0.14999999,0.15789473,113.43065,12.822414,185,6.97205e-16,132.42879,-13.278829,-3.3985786,,2533,-0.54958725,15174.633,2300151,9777.494287490845,-0.9907751,5.990775,4.736842,4.737521e-10
,2534,0.14999999,400,-5.364976,-2.8191552,0.94725233,0.06434125,27.220995,,908.1097079715864,13.278829,0.14999999,0.2631579,116.282265,12.822414,185,,132.42879,-13.278829,-3.3983488,0.27367187,2534,-0.21501818,15179.849,2301150,9783.984493970871,-0.9904691,5.990469,-0.5263158,4.733782e-10
,2535,0.14999999,400,-5.3652625,-3.437652,1.0411435,2.8774233,27.21758,,908.1455621301775,13.278829,0.14999999,0.2631579,116.72547,12.822414,185,,132.42879,-13.278829,-3.3983917,,2535,-0.58151,15185.43,2302149,9791.768832683563,-0.99030775,5.990308,2.631579,4.7300486e-10
,2536,0.14999999,400,-5.365657,-2.7736144,0.9881096,-9.55226,27.21793,,908.1813880126183,13.278829,0.14999999,-0.57894737,119.656494,12.822414,185,,132.42879,-13.278829,-3.3981347,,2536,-0.16844298,15190.599,2303148,9799.768733739853,-0.9899837,5.9899836,-8.947369,4.726319e-10
,2537,0.14999999,400,-5.366051,-3.3359616,0.96436423,-3.2810152,27.215384,,908.2171856523453,13.278829,0.14999999,0.2631579,116.348045,12.822414,185,,132.42879,-13.278829,-3.3981214,,2537,-1.1635661,15196.762,2304147,9807.542093992233,-0.9900521,5.990052,-3.6842105,4.7225934e-10
,2538,0.14999999,400,-5.366445,-3.1496043,0.98098916,-4.7365775,27.21161,,908.2529550827423,13.278829,0.14999999,1.0,262.29166,12.822414,185,,132.42879,-13.278829,-3.3980432,,2538,-0.2207145,15201.982,2305146,9815.022336959839,-0.98974895,5.989749,-5.7894735,4.7188725e-10
,2539,0.14999999,400,-5.366839,-3.631019,1.0553874,-6.2608204,27.209036,,908.2886963371405,13.278829,0.14999999,0.15789473,114.77463,12.822414,185,8.342406e-18,132.42879,-13.278829,-3.3981552,,2539,-3.148501,15210.131,2306145,9823.050949573517,-0.9905992,5.990599,-6.8421054,4.7151566e-10
,2540,0.14999999,400,-5.367233,-4.92682,0.96044,2.0358253,27.206654,,908.3244094488189,13.278829,0.14999999,0.7894737,136.34694,12.822414,185,,132.42879,-13.278829,-3.3987412,9.963415e-37,2540,-0.21089195,15215.342,2307144,9830.142045021057,-0.99029225,5.990292,1.5789474,4.711444e-10
,2541,0.14999999,400,-5.3676267,-3.415442,1.121755,1.4934392,27.204887,,908.3600944510035,13.278829,0.14999999,0.15789473,115.04487,12.822414,185,1.1800307,132.42879,-13.278829,-3.398771,4.5663057e-28,2541,-1.3564515,15221.699,2308143,9838.72348332405,-0.9904363,5.9904366,1.5789474,4.707737e-10
,2542,0.14999999,400,-5.36802,-2.8766665,1.0704998,9.530673,27.20244,,908.3957513768686,13.278829,0.14999999,0.05263158,101.06749,12.822414,185,,132.42879,-13.278829,-3.398524,,2542,-0.0007755687,15226.699,2309142,9846.13432765007,-0.9900469,5.990047,8.947369,4.704034e-10
,2543,0.14999999,400,-5.3684134,-6.89921,0.85559624,10.279871,27.198908,,908.1372394809281,13.278829,0.14999999,0.36842105,108.27185,12.822414,185,0.52736163,132.42879,-13.278829,-3.3998792,,2543,7.7953725,15223.904,2309393,9852.81853723526,-0.9865921,5.9865923,10.0,4.700335e-10
,2544,0.14999999,400,-5.3688064,-2.7828104,1.0152663,6.1601253,27.194674,,907.9819182389937,13.278829,0.14999999,0.2631579,116.70026,12.822414,185,,132.42879,-13.278829,-3.3996985,,2544,0.44941556,15228.455,2309906,9860.311457157135,-0.9860278,5.9860277,5.7894735,4.6966403e-10
,2545,0.14999999,400,-5.3691993,-2.9160314,0.86725473,0.8943937,27.189354,,908.0176817288801,13.278829,0.14999999,0.2631579,116.752686,12.822414,185,,132.42879,-13.278829,-3.3995085,0.00019447591,2545,-0.6975548,15234.152,2310905,9867.504657268524,-0.9859144,5.985914,0.5263158,4.69295e-10
